page,name,rating,date,snippet,snippet_baku,tokens,stemmed_tokens,positive_count,negative_count,sentiment_label
5,pratiwi bestariati,3.0,setahun lalu,menu aku pilih gak ada keterangan kalo add on cheesy cream soup perkedel kirain tuh 40ribuan emang karena harganya naik sebaiknya diperjelas ya menunya,menu aku pilih tidak ada keterangan kalo add on cheesy cream soup perkedel kirain tuh 40ribuan emang karena harganya naik sebaiknya diperjelas ya menunya,"['menu', 'aku', 'pilih', 'tidak', 'ada', 'keterangan', 'kalo', 'add', 'on', 'cheesy', 'cream', 'soup', 'perkedel', 'kirain', 'tuh', '40ribuan', 'emang', 'karena', 'harganya', 'naik', 'sebaiknya', 'diperjelas', 'ya', 'menunya']","['menu', 'aku', 'pilih', 'tidak', 'ada', 'terang', 'kalo', 'add', 'on', 'cheesy', 'cream', 'soup', 'perkedel', 'kirain', 'tuh', '40ribuan', 'emang', 'karena', 'harga', 'naik', 'baik', 'jelas', 'ya', 'menu']",1,1,netral
5,lucky hardiyanti,2.0,6 bulan lalu,nasinya agak lembek tdk dapat struk bru sadar pas selesai makan pas balik ke kasir akhirx cetakkn strukx wajah kasirnya kurang ramah dn gak minta maaf harusx gratis gak sih orderan sy,nasinya agak lembek tidak dapat struk bru sadar pas selesai makan pas balik ke kasir akhirx cetakkn strukx wajah kasirnya kurang ramah dn tidak minta maaf harusx gratis tidak sih orderan saya,"['nasinya', 'agak', 'lembek', 'tidak', 'dapat', 'struk', 'bru', 'sadar', 'pas', 'selesai', 'makan', 'pas', 'balik', 'ke', 'kasir', 'akhirx', 'cetakkn', 'strukx', 'wajah', 'kasirnya', 'kurang', 'ramah', 'dn', 'tidak', 'minta', 'maaf', 'harusx', 'gratis', 'tidak', 'sih', 'orderan', 'saya']","['nasi', 'agak', 'lembek', 'tidak', 'dapat', 'struk', 'bru', 'sadar', 'pas', 'selesai', 'makan', 'pas', 'balik', 'ke', 'kasir', 'akhirx', 'cetakkn', 'strukx', 'wajah', 'kasir', 'kurang', 'ramah', 'dn', 'tidak', 'minta', 'maaf', 'harusx', 'gratis', 'tidak', 'sih', 'order', 'saya']",1,4,negatif
5,davnie permana,5.0,6 bulan lalu,aku mau share pengalaman aku makan disini sama keluarga 1 pertama tuh tempatnya bener bersih ga ada kotoran meja or aku liat selain meja bersih bgt apalagi buat kaum picky eater kaya aku ini tu bersih bgt guys 2 terus service bener memuaskan pada ramah ramah i like itt 3 makanan tuh enak gitu bener anget bgt gitu,aku mau share pengalaman aku makan disini sama keluarga 1 pertama tuh tempatnya bener bersih tidak ada kotoran meja or aku liat selain meja bersih sekali apalagi buat kaum picky eater kaya aku ini tu bersih sekali guys 2 terus service bener memuaskan pada ramah ramah i like itt 3 makanan tuh enak gitu bener anget sekali gitu,"['aku', 'mau', 'share', 'pengalaman', 'aku', 'makan', 'disini', 'sama', 'keluarga', '1', 'pertama', 'tuh', 'tempatnya', 'bener', 'bersih', 'tidak', 'ada', 'kotoran', 'meja', 'or', 'aku', 'liat', 'selain', 'meja', 'bersih', 'sekali', 'apalagi', 'buat', 'kaum', 'picky', 'eater', 'kaya', 'aku', 'ini', 'tu', 'bersih', 'sekali', 'guys', '2', 'terus', 'service', 'bener', 'memuaskan', 'pada', 'ramah', 'ramah', 'i', 'like', 'itt', '3', 'makanan', 'tuh', 'enak', 'gitu', 'bener', 'anget', 'sekali', 'gitu']","['aku', 'mau', 'share', 'alam', 'aku', 'makan', 'sini', 'sama', 'keluarga', '1', 'pertama', 'tuh', 'tempat', 'bener', 'bersih', 'tidak', 'ada', 'kotor', 'meja', 'or', 'aku', 'liat', 'selain', 'meja', 'bersih', 'sekali', 'apalagi', 'buat', 'kaum', 'picky', 'eater', 'kaya', 'aku', 'ini', 'tu', 'bersih', 'sekali', 'guys', '2', 'terus', 'service', 'bener', 'muas', 'pada', 'ramah', 'ramah', 'i', 'like', 'itt', '3', 'makan', 'tuh', 'enak', 'gitu', 'bener', 'anget', 'sekali', 'gitu']",6,2,positif
5,stefie putri,4.0,5 tahun lalu,richeese factory maspion square mec tempatnya luas sehingga nyaman untuk makan sendiri atau bersama teman keluarga ada jenis mejakursi terdapat banyak colokan listrik cocok untuk ingin makan sambil mengerjakan tugas menurut saya ini richeese terenak surabaya kebersihan tempatnya terjaga hanya kecekatan pegawainya saja perlu tambah bulan ramadhan ini ada menu minuman baru lho green lava,richeese factory maspion square mec tempatnya luas sehingga nyaman untuk makan sendiri atau bersama teman keluarga ada jenis mejakursi terdapat banyak colokan listrik cocok untuk ingin makan sambil mengerjakan tugas menurut saya ini richeese terenak surabaya kebersihan tempatnya terjaga hanya kecekatan pegawainya saja perlu tambah bulan ramadhan ini ada menu minuman baru lho green lava,"['richeese', 'factory', 'maspion', 'square', 'mec', 'tempatnya', 'luas', 'sehingga', 'nyaman', 'untuk', 'makan', 'sendiri', 'atau', 'bersama', 'teman', 'keluarga', 'ada', 'jenis', 'mejakursi', 'terdapat', 'banyak', 'colokan', 'listrik', 'cocok', 'untuk', 'ingin', 'makan', 'sambil', 'mengerjakan', 'tugas', 'menurut', 'saya', 'ini', 'richeese', 'terenak', 'surabaya', 'kebersihan', 'tempatnya', 'terjaga', 'hanya', 'kecekatan', 'pegawainya', 'saja', 'perlu', 'tambah', 'bulan', 'ramadhan', 'ini', 'ada', 'menu', 'minuman', 'baru', 'lho', 'green', 'lava']","['richeese', 'factory', 'maspion', 'square', 'mec', 'tempat', 'luas', 'sehingga', 'nyaman', 'untuk', 'makan', 'sendiri', 'atau', 'sama', 'teman', 'keluarga', 'ada', 'jenis', 'mejakursi', 'dapat', 'banyak', 'colok', 'listrik', 'cocok', 'untuk', 'ingin', 'makan', 'sambil', 'kerja', 'tugas', 'turut', 'saya', 'ini', 'richeese', 'enak', 'surabaya', 'bersih', 'tempat', 'jaga', 'hanya', 'cekat', 'pegawai', 'saja', 'perlu', 'tambah', 'bulan', 'ramadhan', 'ini', 'ada', 'menu', 'minum', 'baru', 'lho', 'green', 'lava']",4,0,positif
5,anindya nurfitrijani,5.0,7 tahun lalu,dari segi makananayamnya oke banget pedasnya berasa banget disini disediakan 05 level pedasnya ngaku suka makan pedaskalo berani coba level 5 deh enak banget,dari segi makananayamnya oke sekali pedasnya berasa sekali disini disediakan 05 level pedasnya ngaku suka makan pedaskalo berani coba level 5 deh enak sekali,"['dari', 'segi', 'makananayamnya', 'oke', 'sekali', 'pedasnya', 'berasa', 'sekali', 'disini', 'disediakan', '05', 'level', 'pedasnya', 'ngaku', 'suka', 'makan', 'pedaskalo', 'berani', 'coba', 'level', '5', 'deh', 'enak', 'sekali']","['dari', 'segi', 'makananayamnya', 'oke', 'sekali', 'pedas', 'asa', 'sekali', 'sini', 'sedia', '05', 'level', 'pedas', 'ngaku', 'suka', 'makan', 'pedaskalo', 'berani', 'coba', 'level', '5', 'deh', 'enak', 'sekali']",2,0,positif
5,ananda sari,5.0,6 bulan lalu,fire flying chicken sih the best bgt 1 ekor bs buat berdua doang krn seenak ituu pelayanannya ramah cepat penyajiannya makan sini mnrt ku tmptnya nyaman sih enak bersih,fire flying chicken sih the best sekali 1 ekor bs buat berdua doang karena seenak ituu pelayanannya ramah cepat penyajiannya makan sini mnrt ku tmptnya nyaman sih enak bersih,"['fire', 'flying', 'chicken', 'sih', 'the', 'best', 'sekali', '1', 'ekor', 'bs', 'buat', 'berdua', 'doang', 'karena', 'seenak', 'ituu', 'pelayanannya', 'ramah', 'cepat', 'penyajiannya', 'makan', 'sini', 'mnrt', 'ku', 'tmptnya', 'nyaman', 'sih', 'enak', 'bersih']","['fire', 'flying', 'chicken', 'sih', 'the', 'best', 'sekali', '1', 'ekor', 'bs', 'buat', 'dua', 'doang', 'karena', 'enak', 'ituu', 'layan', 'ramah', 'cepat', 'saji', 'makan', 'sini', 'mnrt', 'ku', 'tmptnya', 'nyaman', 'sih', 'enak', 'bersih']",6,0,positif
5,fatmawati cuning,5.0,6 tahun lalu,tempatnya berada lantai tiga mall royal plaza berada disudut dekat kaca menghadap ke jalan a yani surabaya tentu sangat indah suguhan ini pada malam hari kelap kelip lampu kendaraan melintas dipadu lampu kota terang soal rasa jangan ditanya joss joss joss poll ini mah,tempatnya berada lantai tiga mall royal plaza berada disudut dekat kaca menghadap ke jalan a yani surabaya tentu sangat indah suguhan ini pada malam hari kelap kelip lampu kendaraan melintas dipadu lampu kota terang soal rasa jangan ditanya joss joss joss poll ini mah,"['tempatnya', 'berada', 'lantai', 'tiga', 'mall', 'royal', 'plaza', 'berada', 'disudut', 'dekat', 'kaca', 'menghadap', 'ke', 'jalan', 'a', 'yani', 'surabaya', 'tentu', 'sangat', 'indah', 'suguhan', 'ini', 'pada', 'malam', 'hari', 'kelap', 'kelip', 'lampu', 'kendaraan', 'melintas', 'dipadu', 'lampu', 'kota', 'terang', 'soal', 'rasa', 'jangan', 'ditanya', 'joss', 'joss', 'joss', 'poll', 'ini', 'mah']","['tempat', 'ada', 'lantai', 'tiga', 'mall', 'royal', 'plaza', 'ada', 'sudut', 'dekat', 'kaca', 'hadap', 'ke', 'jalan', 'a', 'yani', 'surabaya', 'tentu', 'sangat', 'indah', 'suguh', 'ini', 'pada', 'malam', 'hari', 'kelap', 'kelip', 'lampu', 'kendara', 'lintas', 'padu', 'lampu', 'kota', 'terang', 'soal', 'rasa', 'jangan', 'tanya', 'joss', 'joss', 'joss', 'poll', 'ini', 'mah']",0,0,netral
5,kecap sedap,5.0,5 tahun lalu,pelayanan ramah cekatan tempatnya luas udah gt kalo duduk disisi kanan dapet bonus view bagus selamat mencoba,pelayanan ramah cekatan tempatnya luas udah gt kalo duduk disisi kanan dapet bonus view bagus selamat mencoba,"['pelayanan', 'ramah', 'cekatan', 'tempatnya', 'luas', 'udah', 'gt', 'kalo', 'duduk', 'disisi', 'kanan', 'dapet', 'bonus', 'view', 'bagus', 'selamat', 'mencoba']","['layan', 'ramah', 'cekat', 'tempat', 'luas', 'udah', 'gt', 'kalo', 'duduk', 'sisi', 'kanan', 'dapet', 'bonus', 'view', 'bagus', 'selamat', 'coba']",3,0,positif
5,adam gaul,3.0,6 bulan lalu,lantainya kotorseharusnya petugasnya langsung menyapumengcikrak kotoran lantai karena ada nasitulang ada dilantai saran saya petugasnya selalu memantau kondisi lantai,lantainya kotorseharusnya petugasnya langsung menyapumengcikrak kotoran lantai karena ada nasitulang ada dilantai saran saya petugasnya selalu memantau kondisi lantai,"['lantainya', 'kotorseharusnya', 'petugasnya', 'langsung', 'menyapumengcikrak', 'kotoran', 'lantai', 'karena', 'ada', 'nasitulang', 'ada', 'dilantai', 'saran', 'saya', 'petugasnya', 'selalu', 'memantau', 'kondisi', 'lantai']","['lantai', 'kotorseharusnya', 'tugas', 'langsung', 'menyapumengcikrak', 'kotor', 'lantai', 'karena', 'ada', 'nasitulang', 'ada', 'lantai', 'saran', 'saya', 'tugas', 'selalu', 'pantau', 'kondisi', 'lantai']",0,1,negatif
5,silvia dwi c,1.0,3 bulan lalu,ditinggal cuci tangan bentar makanan udah ilang padahal belom minum mana masih setengah lebih,ditinggal cuci tangan bentar makanan udah ilang padahal belom minum mana masih setengah lebih,"['ditinggal', 'cuci', 'tangan', 'bentar', 'makanan', 'udah', 'ilang', 'padahal', 'belom', 'minum', 'mana', 'masih', 'setengah', 'lebih']","['tinggal', 'cuci', 'tangan', 'bentar', 'makan', 'udah', 'ilang', 'padahal', 'bom', 'minum', 'mana', 'masih', 'tengah', 'lebih']",0,0,netral
6,nanda azizah,1.0,7 bulan lalu,mbaknya ga ramah tiba harga mark up dalih dapet tambahan perkedel ya kak ya aku mikirnya itu gratis iya aja ternyata bayar 5k mungkin itu masi murah tapi mbaknya udh bohong demi biar laku kecewa sih,mbaknya tidak ramah tiba harga mark up dalih dapet tambahan perkedel ya kak ya aku mikirnya itu gratis iya aja ternyata bayar 5k mungkin itu masi murah tapi mbaknya udh bohong demi biar laku kecewa sih,"['mbaknya', 'tidak', 'ramah', 'tiba', 'harga', 'mark', 'up', 'dalih', 'dapet', 'tambahan', 'perkedel', 'ya', 'kak', 'ya', 'aku', 'mikirnya', 'itu', 'gratis', 'iya', 'aja', 'ternyata', 'bayar', '5k', 'mungkin', 'itu', 'masi', 'murah', 'tapi', 'mbaknya', 'udh', 'bohong', 'demi', 'biar', 'laku', 'kecewa', 'sih']","['mbak', 'tidak', 'ramah', 'tiba', 'harga', 'mark', 'up', 'dalih', 'dapet', 'tambah', 'perkedel', 'ya', 'kak', 'ya', 'aku', 'mikirnya', 'itu', 'gratis', 'iya', 'aja', 'nyata', 'bayar', '5k', 'mungkin', 'itu', 'mas', 'murah', 'tapi', 'mbak', 'udh', 'bohong', 'demi', 'biar', 'laku', 'kecewa', 'sih']",2,2,netral
6,diah lilis handayani,5.0,2 tahun lalu,richeese factory food court l3tempatnya nyamanklo beruntung deket kaca viewnya bagus buat selfitapi rame trusudah ada edc g usah bingung bayar cashyg suka kebakaran silahkan coba level 5 boleh nambah saus pedas ato keju pelayanan ramahcepat gplada musik showkemarin ada free 50 plus paket product richeese snacburuanh,richeese factory food court l3tempatnya nyamanklo beruntung deket kaca viewnya bagus buat selfitapi rame trusudah ada edc tidak usah bingung bayar cashyg suka kebakaran silahkan coba level 5 boleh nambah saus pedas ato keju pelayanan ramahcepat gplada musik showkemarin ada free 50 plus paket product richeese snacburuanh,"['richeese', 'factory', 'food', 'court', 'l3tempatnya', 'nyamanklo', 'beruntung', 'deket', 'kaca', 'viewnya', 'bagus', 'buat', 'selfitapi', 'rame', 'trusudah', 'ada', 'edc', 'tidak', 'usah', 'bingung', 'bayar', 'cashyg', 'suka', 'kebakaran', 'silahkan', 'coba', 'level', '5', 'boleh', 'nambah', 'saus', 'pedas', 'ato', 'keju', 'pelayanan', 'ramahcepat', 'gplada', 'musik', 'showkemarin', 'ada', 'free', '50', 'plus', 'paket', 'product', 'richeese', 'snacburuanh']","['richeese', 'factory', 'food', 'court', 'l3tempatnya', 'nyamanklo', 'untung', 'deket', 'kaca', 'viewnya', 'bagus', 'buat', 'selfitapi', 'rame', 'trusudah', 'ada', 'edc', 'tidak', 'usah', 'bingung', 'bayar', 'cashyg', 'suka', 'bakar', 'silah', 'coba', 'level', '5', 'boleh', 'nambah', 'saus', 'pedas', 'ato', 'keju', 'layan', 'ramahcepat', 'gplada', 'musik', 'showkemarin', 'ada', 'free', '50', 'plus', 'paket', 'product', 'richeese', 'snacburuanh']",2,1,positif
6,irvan santoso,5.0,2 tahun lalu,kunjungi music asik channel saya youtube favorityy suka pedes harus coba tersedia sampe lv 5 lohberani coba,kunjungi music asik channel saya youtube favorityy suka pedes harus coba tersedia sampe lv 5 lohberani coba,"['kunjungi', 'music', 'asik', 'channel', 'saya', 'youtube', 'favorityy', 'suka', 'pedes', 'harus', 'coba', 'tersedia', 'sampe', 'lv', '5', 'lohberani', 'coba']","['kunjung', 'music', 'asik', 'channel', 'saya', 'youtube', 'favorityy', 'suka', 'pedes', 'harus', 'coba', 'sedia', 'sampe', 'lv', '5', 'lohberani', 'coba']",2,0,positif
6,alid abdul,3.0,8 tahun lalu,paling seru dari tempat ini adalah viewnya keren atas ketinggian untuk makanannya paling seru combo fire level 5 bagi penyuka pedas,paling seru dari tempat ini adalah viewnya keren atas ketinggian untuk makanannya paling seru combo fire level 5 bagi penyuka pedas,"['paling', 'seru', 'dari', 'tempat', 'ini', 'adalah', 'viewnya', 'keren', 'atas', 'ketinggian', 'untuk', 'makanannya', 'paling', 'seru', 'combo', 'fire', 'level', '5', 'bagi', 'penyuka', 'pedas']","['paling', 'seru', 'dari', 'tempat', 'ini', 'adalah', 'viewnya', 'keren', 'atas', 'tinggi', 'untuk', 'makan', 'paling', 'seru', 'combo', 'fire', 'level', '5', 'bagi', 'suka', 'pedas']",2,0,positif
6,ayudia kaniashvari djelantik,5.0,3 tahun lalu,kemaren pas pulang kantor mampir kesini kebetulan ga seberapa antri kek biasanya ada tempat kosong didalem karena biasanya penuh duduknya food court order paket promo sesuai tertera instagram pantengin ig karena banyak promo pesen lv 1 lv 3 tapi ayam ga seberapa pedes seperti biasanya hanya porsinya lumayan besar oh iya kemaren min purchase 50rb dapet free snack nabati beberap macam,kemaren pas pulang kantor mampir kesini kebetulan tidak seberapa antri kek biasanya ada tempat kosong didalem karena biasanya penuh duduknya food court order paket promo sesuai tertera instagram pantengin ig karena banyak promo pesen lv 1 lv 3 tapi ayam tidak seberapa pedes seperti biasanya hanya porsinya lumayan besar oh iya kemaren min purchase 50rb dapet free snack nabati beberap macam,"['kemaren', 'pas', 'pulang', 'kantor', 'mampir', 'kesini', 'kebetulan', 'tidak', 'seberapa', 'antri', 'kek', 'biasanya', 'ada', 'tempat', 'kosong', 'didalem', 'karena', 'biasanya', 'penuh', 'duduknya', 'food', 'court', 'order', 'paket', 'promo', 'sesuai', 'tertera', 'instagram', 'pantengin', 'ig', 'karena', 'banyak', 'promo', 'pesen', 'lv', '1', 'lv', '3', 'tapi', 'ayam', 'tidak', 'seberapa', 'pedes', 'seperti', 'biasanya', 'hanya', 'porsinya', 'lumayan', 'besar', 'oh', 'iya', 'kemaren', 'min', 'purchase', '50rb', 'dapet', 'free', 'snack', 'nabati', 'beberap', 'macam']","['kemaren', 'pas', 'pulang', 'kantor', 'mampir', 'kesini', 'betul', 'tidak', 'berapa', 'antri', 'kek', 'biasa', 'ada', 'tempat', 'kosong', 'dalem', 'karena', 'biasa', 'penuh', 'duduk', 'food', 'court', 'order', 'paket', 'promo', 'sesuai', 'tera', 'instagram', 'pantengin', 'ig', 'karena', 'banyak', 'promo', 'sen', 'lv', '1', 'lv', '3', 'tapi', 'ayam', 'tidak', 'berapa', 'pedes', 'seperti', 'biasa', 'hanya', 'porsi', 'lumayan', 'besar', 'oh', 'iya', 'kemaren', 'min', 'purchase', '50rb', 'dapet', 'free', 'snack', 'nabati', 'beberap', 'macam']",0,2,negatif
6,iwan sutanto,5.0,2 bulan lalu,tempat nyaman makan bareng keluarga ataupun teman relasi sangat recommended,tempat nyaman makan bareng keluarga ataupun teman relasi sangat recommended,"['tempat', 'nyaman', 'makan', 'bareng', 'keluarga', 'ataupun', 'teman', 'relasi', 'sangat', 'recommended']","['tempat', 'nyaman', 'makan', 'bareng', 'keluarga', 'atau', 'teman', 'relasi', 'sangat', 'recommended']",1,0,positif
6,body slim,5.0,2 tahun lalu,silahkan cari perlengkapan olah raga renangtenda camping dllnya,silahkan cari perlengkapan olah raga renangtenda camping dllnya,"['silahkan', 'cari', 'perlengkapan', 'olah', 'raga', 'renangtenda', 'camping', 'dllnya']","['silah', 'cari', 'lengkap', 'olah', 'raga', 'renangtenda', 'camping', 'dllnya']",0,0,netral
6,taqiya,5.0,setahun lalu,makanan favorit perlu buat dicobain karena rasanya wenak terutama fire chicken minuman pink ini cocok buat seneng makanan pedes,makanan favorit perlu buat dicobain karena rasanya wenak terutama fire chicken minuman pink ini cocok buat seneng makanan pedes,"['makanan', 'favorit', 'perlu', 'buat', 'dicobain', 'karena', 'rasanya', 'wenak', 'terutama', 'fire', 'chicken', 'minuman', 'pink', 'ini', 'cocok', 'buat', 'seneng', 'makanan', 'pedes']","['makan', 'favorit', 'perlu', 'buat', 'dicobain', 'karena', 'rasa', 'wenak', 'utama', 'fire', 'chicken', 'minum', 'pink', 'ini', 'cocok', 'buat', 'neng', 'makan', 'pedes']",0,0,netral
6,ovi nadhifah,4.0,7 tahun lalu,fire wings kerasa banget pedesnya meresap bumbubumbunya tapi kalau fire chickennya gak seberapa meresap bumbunya mungkin karena daging ayamnya tebel banget bumhunya gak meresap tapi untuk duaduannya samaanak enak suk banget sama pedesnya untuk pelayanannya sendiri terkesan lama bisa antri sejam untuk makan richeese cabang royal ini karena pembelinya sangat banyak,fire wings kerasa sekali pedesnya meresap bumbubumbunya tapi kalau fire chickennya tidak seberapa meresap bumbunya mungkin karena daging ayamnya tebel sekali bumhunya tidak meresap tapi untuk duaduannya samaanak enak suk sekali sama pedesnya untuk pelayanannya sendiri terkesan lama bisa antri sejam untuk makan richeese cabang royal ini karena pembelinya sangat banyak,"['fire', 'wings', 'kerasa', 'sekali', 'pedesnya', 'meresap', 'bumbubumbunya', 'tapi', 'kalau', 'fire', 'chickennya', 'tidak', 'seberapa', 'meresap', 'bumbunya', 'mungkin', 'karena', 'daging', 'ayamnya', 'tebel', 'sekali', 'bumhunya', 'tidak', 'meresap', 'tapi', 'untuk', 'duaduannya', 'samaanak', 'enak', 'suk', 'sekali', 'sama', 'pedesnya', 'untuk', 'pelayanannya', 'sendiri', 'terkesan', 'lama', 'bisa', 'antri', 'sejam', 'untuk', 'makan', 'richeese', 'cabang', 'royal', 'ini', 'karena', 'pembelinya', 'sangat', 'banyak']","['fire', 'wings', 'rasa', 'sekali', 'pedesnya', 'resap', 'bumbubumbunya', 'tapi', 'kalau', 'fire', 'chickennya', 'tidak', 'berapa', 'resap', 'bumbu', 'mungkin', 'karena', 'daging', 'ayam', 'tebel', 'sekali', 'bumhunya', 'tidak', 'resap', 'tapi', 'untuk', 'duaduannya', 'samaanak', 'enak', 'suk', 'sekali', 'sama', 'pedesnya', 'untuk', 'layan', 'sendiri', 'kes', 'lama', 'bisa', 'antri', 'jam', 'untuk', 'makan', 'richeese', 'cabang', 'royal', 'ini', 'karena', 'bel', 'sangat', 'banyak']",1,3,negatif
6,andre leonardo,5.0,7 bulan lalu,tempatnya cukup dingin pelayanannya cukup cepat kondisi selalu ramai karena beralokasi royal plaza surabaya standard harga sop richesse factory rasa keju sangat khas,tempatnya cukup dingin pelayanannya cukup cepat kondisi selalu ramai karena beralokasi royal plaza surabaya standard harga sop richesse factory rasa keju sangat khas,"['tempatnya', 'cukup', 'dingin', 'pelayanannya', 'cukup', 'cepat', 'kondisi', 'selalu', 'ramai', 'karena', 'beralokasi', 'royal', 'plaza', 'surabaya', 'standard', 'harga', 'sop', 'richesse', 'factory', 'rasa', 'keju', 'sangat', 'khas']","['tempat', 'cukup', 'dingin', 'layan', 'cukup', 'cepat', 'kondisi', 'selalu', 'ramai', 'karena', 'alokasi', 'royal', 'plaza', 'surabaya', 'standard', 'harga', 'sop', 'richesse', 'factory', 'rasa', 'keju', 'sangat', 'khas']",1,0,positif
7,elis beth,5.0,6 bulan lalu,tempat makan daging ayam menunya enak tempatnya nyama bersih pelayanan ramah pokoknya nggk pernah bosen kalo pas datang kesini pasti mampir,tempat makan daging ayam menunya enak tempatnya nyama bersih pelayanan ramah pokoknya nggk pernah bosen kalo pas datang kesini pasti mampir,"['tempat', 'makan', 'daging', 'ayam', 'menunya', 'enak', 'tempatnya', 'nyama', 'bersih', 'pelayanan', 'ramah', 'pokoknya', 'nggk', 'pernah', 'bosen', 'kalo', 'pas', 'datang', 'kesini', 'pasti', 'mampir']","['tempat', 'makan', 'daging', 'ayam', 'menu', 'enak', 'tempat', 'nyama', 'bersih', 'layan', 'ramah', 'pokok', 'nggk', 'pernah', 'bosen', 'kalo', 'pas', 'datang', 'kesini', 'pasti', 'mampir']",3,0,positif
7,agus prianto,5.0,2 bulan lalu,jarang2 mampir ke sini nyapas lewat ajamantab,jarang2 mampir ke sini nyapas lewat ajamantab,"['jarang2', 'mampir', 'ke', 'sini', 'nyapas', 'lewat', 'ajamantab']","['jarang2', 'mampir', 'ke', 'sini', 'nyapas', 'lewat', 'ajamantab']",0,0,netral
7,zefanoii zefanoii,1.0,6 bulan lalu,udah cape cape jalan cepet masih jam 9 sudah diclose padahal maps close jam 10 gimana ini kebijakannya mba mba kacamataan langsung ngecut pas saya jalan dari jauh,udah cape cape jalan cepet masih jam 9 sudah diclose padahal maps close jam 10 gimana ini kebijakannya mba mba kacamataan langsung ngecut pas saya jalan dari jauh,"['udah', 'cape', 'cape', 'jalan', 'cepet', 'masih', 'jam', '9', 'sudah', 'diclose', 'padahal', 'maps', 'close', 'jam', '10', 'gimana', 'ini', 'kebijakannya', 'mba', 'mba', 'kacamataan', 'langsung', 'ngecut', 'pas', 'saya', 'jalan', 'dari', 'jauh']","['udah', 'cape', 'cape', 'jalan', 'cepet', 'masih', 'jam', '9', 'sudah', 'diclose', 'padahal', 'maps', 'close', 'jam', '10', 'gimana', 'ini', 'bijak', 'mba', 'mba', 'kacamata', 'langsung', 'ngecut', 'pas', 'saya', 'jalan', 'dari', 'jauh']",0,0,netral
7,ayu hernowo155,5.0,9 bulan lalu,bumbunya meresap ayamnya juicy pol untuk tempatnya bersih enak,bumbunya meresap ayamnya juicy pol untuk tempatnya bersih enak,"['bumbunya', 'meresap', 'ayamnya', 'juicy', 'pol', 'untuk', 'tempatnya', 'bersih', 'enak']","['bumbu', 'resap', 'ayam', 'juicy', 'pol', 'untuk', 'tempat', 'bersih', 'enak']",2,0,positif
7,bias nadilia,4.0,setahun lalu,makanan minuman enak suasana nyaman tapi pelayanan kasir agak kurang nyaman,makanan minuman enak suasana nyaman tapi pelayanan kasir agak kurang nyaman,"['makanan', 'minuman', 'enak', 'suasana', 'nyaman', 'tapi', 'pelayanan', 'kasir', 'agak', 'kurang', 'nyaman']","['makan', 'minum', 'enak', 'suasana', 'nyaman', 'tapi', 'layan', 'kasir', 'agak', 'kurang', 'nyaman']",3,1,positif
7,rika oktaviani,5.0,6 bulan lalu,pertama kali beli cabang ini pelayanan ramah banget tempat rapi bersih makanannya udah pasti enak kaya richeese lainnya,pertama kali beli cabang ini pelayanan ramah sekali tempat rapi bersih makanannya udah pasti enak kaya richeese lainnya,"['pertama', 'kali', 'beli', 'cabang', 'ini', 'pelayanan', 'ramah', 'sekali', 'tempat', 'rapi', 'bersih', 'makanannya', 'udah', 'pasti', 'enak', 'kaya', 'richeese', 'lainnya']","['pertama', 'kali', 'beli', 'cabang', 'ini', 'layan', 'ramah', 'sekali', 'tempat', 'rapi', 'bersih', 'makan', 'udah', 'pasti', 'enak', 'kaya', 'richeese', 'lain']",3,0,positif
7,afif nay,4.0,setahun lalu,fire chicken mantap plus kl dapat duduk dekat jendela bisa lihat view surabaya dari atas,fire chicken mantap plus kl dapat duduk dekat jendela bisa lihat view surabaya dari atas,"['fire', 'chicken', 'mantap', 'plus', 'kl', 'dapat', 'duduk', 'dekat', 'jendela', 'bisa', 'lihat', 'view', 'surabaya', 'dari', 'atas']","['fire', 'chicken', 'mantap', 'plus', 'kl', 'dapat', 'duduk', 'dekat', 'jendela', 'bisa', 'lihat', 'view', 'surabaya', 'dari', 'atas']",1,0,positif
7,meutia ashari,1.0,6 bulan lalu,udah ga dapet tempat duduk malah pesen fire chicken dikasih crispy ga becus bgt pelayannya ogeb semua,udah tidak dapet tempat duduk malah pesen fire chicken dikasih crispy tidak becus sekali pelayannya ogeb semua,"['udah', 'tidak', 'dapet', 'tempat', 'duduk', 'malah', 'pesen', 'fire', 'chicken', 'dikasih', 'crispy', 'tidak', 'becus', 'sekali', 'pelayannya', 'ogeb', 'semua']","['udah', 'tidak', 'dapet', 'tempat', 'duduk', 'malah', 'sen', 'fire', 'chicken', 'kasih', 'crispy', 'tidak', 'becus', 'sekali', 'layan', 'ogeb', 'semua']",0,2,negatif
7,siti ramlah,5.0,sebulan lalu,enak buat ngobrolngobrol sambil nyemil suasananya nature banget love,enak buat ngobrolngobrol sambil nyemil suasananya nature sekali love,"['enak', 'buat', 'ngobrolngobrol', 'sambil', 'nyemil', 'suasananya', 'nature', 'sekali', 'love']","['enak', 'buat', 'ngobrolngobrol', 'sambil', 'nyemil', 'suasana', 'nature', 'sekali', 'love']",1,0,positif
7,muhammad drajad kuncoro aji,5.0,6 hari lalu,enak ayam,enak ayam,"['enak', 'ayam']","['enak', 'ayam']",1,0,positif
